"api","district","lease_num","lease_name","well_num","well_type","field_num","field_name","field_type","operator_num","operator_name","acres","acre_feet","deliv_mcf","allowable","monthly_allowable","top_allowable","capability","special_daily_amount","special_allowable_code","k2_special_flag","deliverability_mcf","calc_deliv_potential","shut_in_pressure","bottom_hole_pressure","rock_pressure","gas_grav","cond_grav","gor","g1_test","g1_test_gas","_14_b2_flag","_14_b2_code","_14_b2_date","form_lack","exception_g10_test","exception_bhp_test","exception_sip_test","test_type","test_date","effective_date","gas_mcf","condensate_bbls","water_bbls","shut_in_well_head_pressure","gas_gravity","condensate_gravity","flowing_pressure","test_bottom_hole_pressure","test_calc_deliv_potential","gas_condensate_ratio","potential"
"311-32214","01","115802","BRACKEN A","1024","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,107,"775X","775X",3317,25,0,null,"No",107,0,200,0,0,0.663,50.5,134,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/04/2013",null,107,1,1,0,0.692,60.1,115,0,0,107,0
"311-32174","01","114862","BRACKEN A","1025","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,84,"806N","806N",3100,26,100,"Administrative","No",84,0,200,0,0,0.667,52.1,250,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/11/2013",null,84,1.3,2,0,0.692,60.1,115,0,0,65,0
"311-32237","01","116114","BRACKEN A","1039","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,36,"403N","403N",3100,13,100,"Administrative","No",36,0,0,0,0,0.658,51,281,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/18/2013",null,36,1,1,0,0.692,60.1,120,0,0,36,0
"311-32260","01","116518","BRACKEN A","1014","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,1,"0N","0N",3100,0,100,"Administrative","No",1,0,390,0,0,0.658,49.5,118,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/19/2013",null,1,1,1,0,0.692,60.1,120,0,0,1,0
"311-32236","01","116519","BRACKEN A","1038","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,46,"744N","744N",3100,24,100,"Administrative","No",46,0,0,0,0,0.685,53.1,126,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,46,3.9,5,0,0.692,60.1,115,0,0,12,0
"311-32219","01","116115","BRACKEN A","1026","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,32,"217N","217N",3100,7,100,"Administrative","No",32,0,200,0,0,0.667,52.5,77,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/15/2013",null,32,1,1,0,0.692,60.1,115,0,0,32,0
"311-32280","01","116903","BRACKEN A","1040","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,100,"682N","682N",3100,22,100,"Administrative","No",100,0,200,0,0,0.678,51.4,196,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/14/2013",null,100,1,1,0,0.692,60.1,125,0,0,100,0
"311-32279","01","117341","BRACKEN A","1023","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,54,"961N","961N",3100,31,100,"Administrative","No",54,0,200,0,0,0.686,52.7,136,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/21/2013",null,54,1,1,0,0.692,60.1,120,0,0,54,0
"311-32791","01","132931","BRACKEN A","1037","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,36,"124N","124N",3100,4,100,"Administrative","No",36,0,200,0,0,0.641,52.1,19,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/07/2013",null,36,1,9,0,0.692,60.1,120,0,0,36,0
"311-32344","01","119023","BRACKEN A","1052","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,76,"589N","589N",3100,19,100,"Administrative","No",76,0,200,0,0,0.651,53,139,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/19/2013",null,76,1,1,0,0.692,60.1,120,0,0,76,0
"311-32617","01","127233","BRACKEN A","1041","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,4,"124N","124N",3100,4,100,"Administrative","No",4,0,200,0,0,0.6,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/20/2013",null,4,1,1,0,0.692,60.1,105,0,0,4,0
"311-33495","01","167330","BRACKEN A","2026","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,205,"992X","992X",6355,32,0,null,"No",205,0,3000,0,0,0.696,52.8,100,"04/01/2000","1446","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/06/2013",null,205,1,1,0,0.692,51.9,120,0,0,205,0
"311-33493","01","167507","BRACKEN A","2039","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,51,"372N","372N",3100,12,100,"Administrative","No",51,0,2000,0,0,0.66,51.8,206,"04/01/2000","90","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/09/2013",null,51,1,1,0,0.692,52.1,100,0,0,51,0
"311-33502","01","167606","BRACKEN A","2040","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,50,"527N","527N",3100,17,100,"Administrative","No",50,0,2000,0,0,0.648,0,0,"04/01/2000","38","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/19/2013",null,50,1,1,0,0.692,51.9,100,0,0,50,0
"311-33492","01","167576","BRACKEN A","2027","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,168,"3286X","3286X",5208,106,0,null,"No",168,0,2100,0,0,0.693,0,0,"04/01/2000","43","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/18/2013",null,168,1,2,0,0.692,51.9,120,0,0,168,0
"311-33494","01","168157","BRACKEN A","2024","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,22,"124N","124N",3100,4,100,"Administrative","No",22,0,1500,0,0,0.717,0,0,"04/01/2000","15","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/09/2013",null,22,1,1,0,0.692,51.9,100,0,0,22,0
"311-32094","01","168335","BRACKEN A","1018","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,60,"930N","930N",3100,30,100,"Administrative","No",60,0,450,0,0,0.761,62,21,"04/01/2000","15","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,60,1.2,1,0,0.692,51.9,100,0,0,50,0
"311-33503","01","167639","BRACKEN A","2023","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,40,"124N","124N",3100,4,100,"Administrative","No",40,0,2000,0,0,0.731,0,0,"04/01/2000","11","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/02/2013",null,40,1,1,0,0.692,51.9,100,0,0,40,0
"311-33784","01","208912","BRACKEN A","204","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,216,"4340X","4340X",6696,140,0,null,"No",216,0,1615,0,0,0.721,58,120,"04/13/2005","1080","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/25/2013",null,216,4.7,13,0,0.692,51.9,250,0,0,46,0
"311-33801","01","209286","BRACKEN A","2016","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,42,"558N","558N",3100,18,100,"Administrative","No",42,0,1035,0,0,0.709,58,136,"05/26/2005","795","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,42,1,2,0,0.692,48.1,100,0,0,42,0
"311-33523","01","169164","BRACKEN A","2052","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,110,"1271X","1271X",3410,41,0,null,"No",110,0,1200,0,0,0.655,0,0,"04/01/2000","562","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,110,1,1,0,0.692,51,100,0,0,110,0
"311-33501","01","168344","BRACKEN A","2041","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,49,"465N","465N",3100,15,100,"Administrative","No",49,0,2000,0,0,0.658,0,0,"04/01/2000","42","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/17/2013",null,49,1,1,0,0.692,50.8,100,0,0,49,0
"311-33515","01","169157","BRACKEN A","2037","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,89,"248N","248N",3100,8,100,"Administrative","No",89,0,2000,0,0,0.689,50.5,5,"04/01/2000","311","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/15/2013",null,89,1,1,0,0.692,51.5,100,0,0,89,0
"311-33862","01","213529","BRACKEN A","2014","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,127,"1364X","1364X",3937,44,0,null,"No",127,0,0,0,0,0.625,57.6,190,"01/06/2006","1143","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,127,1.1,2,0,0.653,52.3,300,0,0,115,0
"311-33969","01","232690","BRACKEN A","2015","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,616,"3658X","3658X",19096,118,0,null,"No",616,0,0,0,0,0.7,0,0,"11/06/2007","627","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/05/2013",null,616,6.4,1,0,0.649,48.1,100,0,0,96,0
"311-33807","01","210693","BRACKEN A","2038","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,8,"7N","7N",3100,0,100,"Administrative","No",8,0,0,0,0,0.625,59,188,"07/22/2005","2655","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/16/2013",null,8,1,1,0,0.653,53.2,150,0,0,8,0
"311-34092","01","249882","BRACKEN A","2018","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,105,"1581X","1581X",3255,51,0,null,"No",105,0,600,0,0,0.7,49.6,670,"07/13/2009","268","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,105,15.8,16,0,0.7,49.6,415,0,0,7,0
"311-32295","01","117339","BRACKEN B","1056","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,109,"589X","589X",3379,19,0,null,"No",109,0,200,0,0,0.652,50.9,72,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/10/2013",null,109,1,1,0,0.692,60.1,120,0,0,109,0
"311-33970","01","232676","BRACKEN A","2017","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,227,"3999X","3999X",7037,129,0,null,"No",227,0,1515,0,0,0.725,55,44,"10/15/2007","1176","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/01/2013",null,227,2.2,7,0,0.649,46,100,0,0,103,0
"311-32852","01","144920","BRACKEN B","1083","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,53,"93N","93N",3100,3,100,"Administrative","No",53,0,200,0,0,0.629,55,252,"04/01/2000","568","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/05/2013",null,53,1,1,0,0.692,60.1,110,0,0,53,0
"311-32918","01","144919","BRACKEN B","1058","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,69,"589N","589N",3100,19,100,"Administrative","No",69,0,200,0,0,0.653,46,25,"04/01/2000","481","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/04/2013",null,69,1,4,0,0.692,60.1,120,0,0,69,0
"311-33500","01","167761","BRACKEN B","2056","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,33,"124N","124N",3100,4,100,"Administrative","No",33,0,2000,0,0,0.674,0,0,"04/01/2000","36","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/14/2013",null,33,1,1,0,0.692,48.1,100,0,0,33,0
"311-33534","01","171469","BRACKEN B","2083","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,30,"527N","527N",3100,17,100,"Administrative","No",30,0,3100,0,0,0.631,55,453,"04/01/2000","1632","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/25/2013",null,30,1,1,0,0.649,50.8,100,0,0,30,0
"311-33582","01","178511","BRACKEN B","2070","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,58,"527N","527N",3100,17,100,"Administrative","No",58,0,2000,0,0,0.633,49.2,270,"05/17/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/01/2013",null,58,1,1,0,0.692,53,100,0,0,58,0
"311-34001","01","233825","BRACKEN B","3070","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,78,"1953N","1953N",3100,63,100,"Administrative","No",78,0,2215,0,0,0.68,57.5,253,"01/31/2008","1368","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/23/2013",null,78,2,2,0,0.649,49.8,100,0,0,39,0
"311-33559","01","177435","BRACKEN B","2058","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,44,"589N","589N",3100,19,100,"Administrative","No",44,0,3450,0,0,0.662,53.2,215,"04/11/2000","660","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/02/2013",null,44,1,1,0,0.692,52.7,100,0,0,44,0
"311-32320","01","118637","BRACKEN C","1093","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,242,"2263X","2263X",7502,73,0,null,"No",242,0,200,0,0,0.693,48,180,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/29/2013",null,242,1,2,0,0.692,60.1,120,0,0,242,0
"311-33994","01","232744","BRACKEN C","2093","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,52,"0N","0N",3100,0,100,"Administrative","No",52,0,3615,0,0,0.685,56,142,"01/12/2008","2394","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/13/2013",null,52,1,1,0,0.649,50.3,1100,0,0,52,0
"311-32771","01","132930","BRACKEN D","1010O","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,31,"527N","527N",3100,17,100,"Administrative","No",31,0,200,0,0,0.645,43.1,135,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/04/2013",null,31,1,1,0,0.692,60.1,120,0,0,31,0
"311-33562","01","176800","BRACKEN D","2087","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,78,"558N","558N",3100,18,100,"Administrative","No",78,0,3850,0,0,0.639,4,111,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","04/28/2013",null,78,1,1,0,0.649,53.5,100,0,0,78,0
"311-32665","01","129182","BRACKEN E","1076","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,118,"465X","465X",3658,15,0,null,"No",118,0,200,0,0,0.674,0,0,"04/01/2000","41","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/06/2013",null,118,1,1,0,0.692,60.1,125,0,0,118,0
"311-33561","01","179207","BRACKEN D","2099","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,85,"403N","403N",3100,13,100,"Administrative","No",85,0,1500,0,0,0.629,54,4740,"04/01/2000","1422","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","05/11/2013",null,85,1,1,0,0.649,51.9,100,0,0,85,0
"311-32708","01","129564","BRACKEN E","1062","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,116,"620X","620X",3596,20,0,null,"No",116,0,200,0,0,0.706,0,0,"04/01/2000","29","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/03/2013",null,116,1,1,0,0.692,60.1,115,0,0,116,0
"311-32850","01","144918","BRACKEN E","1075","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",80,0,77,"434N","434N",3100,14,100,"Administrative","No",77,0,200,0,0,0.662,55.3,58,"04/01/2000","987","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/23/2013",null,77,1,1,0,0.692,60.1,120,0,0,77,0
"311-33580","01","177473","BRACKEN D","2010O","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,35,"899N","899N",3100,29,100,"Administrative","No",35,0,4100,0,0,0.65,50,428,"05/17/2000","0","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,35,1,1,0,0.649,51,100,0,0,35,0
"311-33536","01","171796","BRACKEN E","2076","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,30,"527N","527N",3100,17,100,"Administrative","No",30,0,1000,0,0,0.668,55,101,"04/01/2000","1494","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,30,1.3,1,0,0.649,51,120,0,0,23,0
"311-33491","01","168200","BRACKEN E","2075","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,60,"248N","248N",3100,8,100,"Administrative","No",60,0,2000,0,0,0.669,55,130,"04/01/2000","74","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/09/2013",null,60,1,1,0,0.692,52.1,100,0,0,60,0
"311-33785","01","208458","BRACKEN E","2062 R","PRODUCING","00256500","A.W.P. (OLMOS)","Capacity / 100% AOF","833348","SWIFT ENERGY OPERATING, LLC",40,0,228,"1116X","1116X",7068,36,0,null,"No",228,0,266,0,0,0.656,55,263,"04/05/2005","2766","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/21/2013",null,228,1,1,0,0.692,49,100,0,0,228,0
